user_id,language,proficiency
17319,Türkçe,native_or_bilingual
17319,İngilizce,professional_working
17320,İngilizce,full_professional
17320,Almanca,elementary
17321,Turkish,native_or_bilingual
17321,English,professional_working
17321,German,elementary
17322,Türkçe,native_or_bilingual
17322,İngilizce,full_professional
17323,Türkçe,native_or_bilingual
17323,İngilizce,professional_working
17324,English,
17325,English,professional_working
17326,İngilizce,full_professional
17330,İngilizce,professional_working
17331,Turkish,native_or_bilingual
17331,English,full_professional
17331,French,elementary
17332,Turkish,native_or_bilingual
17332,English,
17333,Türkçe,
17333,İngilizce,professional_working
17334,English,professional_working
17335,English,professional_working
17335,Turkish,native_or_bilingual
17337,İngilizce,professional_working
17338,English,full_professional
17338,Turkish,native_or_bilingual
17339,Turkish,native_or_bilingual
17339,English,professional_working
17340,Türkçe,
17340,İngilizce,
17341,English,professional_working
17342,Türkçe,
17342,İngilizce,
17343,İngilizce,professional_working
17343,Fransızca,elementary
17344,İngilizce,
17345,Türkçe,native_or_bilingual
17345,İngilizce,professional_working
17346,İngilizce,professional_working
17346,Türkçe,native_or_bilingual
17348,English,professional_working
17348,Japanese,elementary
17348,Turkish,native_or_bilingual
17349,Türkçe,native_or_bilingual
17349,İngilizce,professional_working
17352,Türkçe,
17352,İngilizce,professional_working
17354,Türkçe,native_or_bilingual
17354,İngilizce,professional_working
17356,English,professional_working
17356,Turkish,native_or_bilingual
17357,Türkçe,native_or_bilingual
17357,İngilizce,full_professional
17360,Türkçe,native_or_bilingual
17360,İngilizce,professional_working
17361,Turkish,full_professional
17361,English,limited_working
17362,İngilizce,
17363,German,elementary
17363,Turkish,native_or_bilingual
17364,English,
17365,Türkçe,native_or_bilingual
17365,English,full_professional
17366,İngilizce,full_professional
17366,Türkçe,native_or_bilingual
17368,English,professional_working
17368,German,limited_working
17369,Türkçe,
17369,İngilizce,
17370,Turkish,native_or_bilingual
17370,English,professional_working
17371,English,professional_working
17371,German,limited_working
17371,Turkish,native_or_bilingual
17372,İngilizce,professional_working
17372,Türkçe,native_or_bilingual
17374,İngilizce,professional_working
17374,Türkçe,native_or_bilingual
17375,İngilizce,
17377,English,full_professional
17377,German,elementary
17377,Turkish,native_or_bilingual
17378,Türkçe,native_or_bilingual
17378,İngilizce,full_professional
17379,English,
17380,English,professional_working
17380,German,limited_working
17380,Turkish,native_or_bilingual
17383,English,
17383,Turkish,
17387,İngilizce,professional_working
17387,Türkçe,native_or_bilingual
17390,İngilizce,professional_working
17390,Türkçe,native_or_bilingual
17391,İngilizce,professional_working
17391,German,elementary
17392,Türkçe,native_or_bilingual
17392,English,professional_working
17393,English,full_professional
17393,Turkish,native_or_bilingual
17393,Turkmen,native_or_bilingual
17393,Russian,professional_working
17394,İngilizce,professional_working
17395,English,limited_working
17395,Türkçe,native_or_bilingual
17397,English,
17398,Türkçe,native_or_bilingual
17398,İngilizce,professional_working
17398,Japonca,limited_working
17398,Fransızca,limited_working
17399,Türkçe,native_or_bilingual
17399,İngilizce,professional_working
17399,Rusça,elementary
17404,English ,full_professional
17404,Fransızca,elementary
17405,English,
17406,Türkçe,native_or_bilingual
17406,İngilizce,professional_working
17407,Turkish,native_or_bilingual
17407,English,limited_working
17408,English,limited_working
17408,Germany,elementary
17409,İngilizce,full_professional
17411,English,full_professional
17411,Turkish,native_or_bilingual
17411,French,elementary
17412,English,professional_working
17412,Türkçe,native_or_bilingual
17418,İngilizce,
17419,İngilizce,professional_working
17419,Türkçe,native_or_bilingual
17419,Almanca,elementary
17419,Polish,elementary
17420,English,full_professional
17420,German,full_professional
17420,Turkish,native_or_bilingual
17424,İngilizce,
17425,German,native_or_bilingual
17425,English,full_professional
17425,Turkish,native_or_bilingual
17426,English,full_professional
17426,Turkish,native_or_bilingual
17426,French,elementary
17427,Turkish,
17427,English,
17428,English,full_professional
17428,Turkish,native_or_bilingual
17428,Turkmen,native_or_bilingual
17428,Russian,professional_working
17430,Türkçe,native_or_bilingual
17430,İngilizce,full_professional
17431,rusca,limited_working
17431,kirgizca,limited_working
17431,İngilizce,limited_working
17432,İngilizce,professional_working
17432,Türkçe,native_or_bilingual
17433,Türkçe,native_or_bilingual
17433,İngilizce,professional_working
17434,English,professional_working
17434,Türkçe,native_or_bilingual
17436,Turkish,native_or_bilingual
17436,English,limited_working
17438,Turkish,native_or_bilingual
17438,English,full_professional
17439,İngilizce,professional_working
17439,Türkçe,native_or_bilingual
17439,Almanca,elementary
17439,Polish,elementary
17440,İngilizce,
17441,Türkçe,native_or_bilingual
17441,İngilizce,full_professional
17442,rusca,limited_working
17442,kirgizca,limited_working
17442,İngilizce,limited_working
17443,English,
17444,English,
17446,English,full_professional
17446,Turkish,native_or_bilingual
17446,İtalyanca,elementary
17447,English,
17448,Türkçe,native_or_bilingual
17448,English,professional_working
17451,Türkçe,native_or_bilingual
17451,İngilizce,full_professional
17452,rusca,limited_working
17452,kirgizca,limited_working
17452,İngilizce,limited_working
17453,English,full_professional
17453,Turkish,native_or_bilingual
17453,İtalyanca,elementary
17454,English,professional_working
17454,Türkçe,native_or_bilingual
17455,English,
17456,English,limited_working
17456,Germany,elementary
17457,Turkish,native_or_bilingual
17457,English,full_professional
17459,İngilizce,professional_working
17459,Türkçe,native_or_bilingual
17459,Almanca,elementary
17459,Polish,elementary
17460,Turkish,native_or_bilingual
17460,English,limited_working
17461,İngilizce,
17462,İngilizce,professional_working
17462,Çince,elementary
17462,Türkçe,native_or_bilingual
17464,English,professional_working
17464,Turkish,native_or_bilingual
17464,German,limited_working
17464,Azerbaijani,native_or_bilingual
17465,İngilizce,
17466,İngilizce,professional_working
17466,Türkçe,native_or_bilingual
17466,Almanca,elementary
17468,İngilizce,limited_working
17468,Türkçe,native_or_bilingual
17469,İngilizce,professional_working
17469,Almanca,elementary
17469,Türkçe,native_or_bilingual
17470,Türkçe,native_or_bilingual
17470,İngilizce,full_professional
17471,İngilizce,professional_working
17472,English,native_or_bilingual
17472,Turkish,native_or_bilingual
17472,French,professional_working
17472,German,elementary
17473,English,professional_working
17473,Turkish,native_or_bilingual
17474,İngilizce,professional_working
17474,"Türkçe, Osmanlıca (1500-1928)",full_professional
17476,Türkçe,native_or_bilingual
17476,İngilizce,full_professional
17476,İspanyolca,limited_working
17477,English,
17479,Turkish,native_or_bilingual
17479,English,full_professional
17479,Turkmen,native_or_bilingual
17479,Russian,professional_working
17480,Türkçe,native_or_bilingual
17480,İngilizce,elementary
17481,Chinese,native_or_bilingual
17481,Turkish,native_or_bilingual
17481,English,professional_working
17485,İngilizce,professional_working
17485,Almanca,elementary
17487,English,professional_working
17487,Turkish,native_or_bilingual
17487,Spanish,elementary
17488,Turkish,native_or_bilingual
17488,English,full_professional
17488,German,elementary
17489,İngilizce,professional_working
17489,Çince,elementary
17489,Türkçe,native_or_bilingual
17491,İngilizce,professional_working
17495,İngilizce,
17496,Turkish,native_or_bilingual
17496,English,professional_working
17496,Russian,elementary
17497,İngilizce,professional_working
17497,Türkçe,native_or_bilingual
17498,English,native_or_bilingual
17498,Turkish,native_or_bilingual
17501,İngilizce,limited_working
17502,İngilizce,professional_working
17502,Türkçe,native_or_bilingual
17502,Almanca,elementary
17504,İngilizce,limited_working
17505,English,professional_working
17505,French,limited_working
17505,Russian,limited_working
17506,İngilizce,full_professional
17506,Türkçe,native_or_bilingual
17507,Çince,professional_working
17507,İngilizce,limited_working
17508,Turkish,native_or_bilingual
17508,English,professional_working
17511,Turkish,native_or_bilingual
17511,English,professional_working
17512,Türkçe,native_or_bilingual
17512,İngilizce,limited_working
17513,Yunanca,full_professional
17513,İngilizce,limited_working
17514,Turkish,professional_working
17514,English,professional_working
17514,Uzbek,native_or_bilingual
17515,İngilizce,limited_working
17516,Turkish,native_or_bilingual
17516,English,professional_working
17520,İngilizce,limited_working
17520,Türkçe,native_or_bilingual
17522,Farsça,limited_working
17522,İngilizce,limited_working
17527,English,
17527,Arabic,
17527,Turkish,
17528,Turkish,native_or_bilingual
17528,English,professional_working
17528,German,limited_working
17532,İngilizce,limited_working
17532,Türkçe,native_or_bilingual
17535,English,limited_working
17535,Türkçe,native_or_bilingual
17539,İngilizce,full_professional
17539,Almanca,elementary
17539,Türkçe,native_or_bilingual
17540,Turkish,native_or_bilingual
17540,English,limited_working
17543,English,full_professional
17543,Turkish,native_or_bilingual
17545,Türkçe,
17545,İngilizce,
17548,Türkçe,native_or_bilingual
17548,İngilizce,professional_working
17549,Türkçe,native_or_bilingual
17549,İngilizce,professional_working
17549,"Bokmål, Norveç",limited_working
17550,English,professional_working
17551,İngilizce,professional_working
17554,English,full_professional
17554,German,professional_working
17554,Turkish,native_or_bilingual
17557,Türkçe,native_or_bilingual
17557,İngilizce,professional_working
17559,English,
17564,English,
17567,İngilizce,native_or_bilingual
17569,İngilizce,limited_working
17570,Almanca,elementary
17570,İngilizce,limited_working
17570,Türkçe,native_or_bilingual
17571,İngilizce,native_or_bilingual
17571,Türkçe,native_or_bilingual
17572,İngilizce,limited_working
17573,İngilizce,elementary
17575,Türkçe,native_or_bilingual
17575,İngilizce,professional_working
17576,İngilizce,full_professional
17576,Türkçe,native_or_bilingual
17577,Türkçe,
17577,İngilizce,
17580,Arabic,
17580,Turkish,
17580,English,
17583,English,
17583,Turkish,native_or_bilingual
17583,German,
17586,Türkçe,
17586,İngilizce,
17591,İNGİLİZCE,limited_working
17591,Türkçe,native_or_bilingual
17592,Türkçe,
17592,İngilizce,
17593,İngilizce,limited_working
17597,English,professional_working
17597,Turkish,native_or_bilingual
17597,Polish,limited_working
17598,İngilizce,full_professional
17598,Almanca,limited_working
17598,Norveççe,elementary
17598,Türkçe,native_or_bilingual
17601,Türkçe,native_or_bilingual
17601,İngilizce,professional_working
17601,Almanca,elementary
17604,Türkçe,native_or_bilingual
17604,İngilizce,professional_working
17605,İngilizce,
17607,Türkçe,native_or_bilingual
17607,İngilizce,native_or_bilingual
17607,Almanca,elementary
17608,Türkçe,native_or_bilingual
17608,İngilizce,limited_working
17618,İngilizce,
17620,İngilizce,limited_working
17621,English,professional_working
17621,Türkçe,native_or_bilingual
17623,English,full_professional
17623,Turkish,native_or_bilingual
17625,Arabic,native_or_bilingual
17625,English,limited_working
17625,Turkish,elementary
17626,English,
17626,Turkish,native_or_bilingual
17627,Türkçe,
17627,İngilizce,
17627,Başlangıç seviyesinde İspanyolca,
17629,Türkçe,native_or_bilingual
17629,İngilizce,professional_working
17629,Fransızca,limited_working
17631,English,professional_working
17632,İngilizce,native_or_bilingual
17632,Türkçe,native_or_bilingual
17632,Latince,
17634,Türkçe,native_or_bilingual
17634,İngilizce,limited_working
17635,İngilizce,professional_working
17638,English,professional_working
17638,Turkish,native_or_bilingual
17641,İngilizce,professional_working
17645,İngilizce,professional_working
17645,Almanca,elementary
17648,İngilizce,limited_working
17648,Boşnakça,native_or_bilingual
17649,İngilizce,
17651,İngilizce,
17652,İngilizce,limited_working
17657,Turkish,native_or_bilingual
17657,English,professional_working
17659,Türkçe,
17659,İngilizce,
17665,English,
17670,Türkçe,native_or_bilingual
17670,İngilizce,professional_working
17679,Turkish,native_or_bilingual
17679,English,professional_working
17680,Türkçe,native_or_bilingual
17680,English,professional_working
17681,Türkçe,native_or_bilingual
17681,İngilizce,limited_working
17681,İspanyolca,elementary
17682,Türkçe,native_or_bilingual
17682,İngilizce,full_professional
17682,Almanca,elementary
17684,İngilizce,professional_working
17684,Almanca,elementary
17684,Türkçe,native_or_bilingual
17686,Türkçe,native_or_bilingual
17686,İngilizce,professional_working
17687,English,professional_working
17687,Arabic,native_or_bilingual
17687,Turkish,limited_working
17689,Türkçe,
17691,Türkçe,
17691,İngilizce,
17692,İngilizce,professional_working
17693,İngilizce,professional_working
17695,Türkçe,native_or_bilingual
17695,İngilizce,professional_working
17695,Arapça,elementary
17696,İngilizce,professional_working
17696,Türkçe,native_or_bilingual
17697,Rumence,full_professional
17697,İngilizce,full_professional
17698,İngilizce,
17699,Türkçe,native_or_bilingual
17699,İngilizce,professional_working
17700,English,limited_working
17701,Türkçe,
17701,İngilizce,
17702,İngilizce,limited_working
17704,English,native_or_bilingual
17704,Turkish,native_or_bilingual
17704,French,professional_working
17704,German,elementary
17706,English,
17708,Turkish,
17708,English,
17712,İngilizce,professional_working
17712,Almanca,limited_working
17713,İngilizce,professional_working
17713,Türkçe,full_professional
17717,İngilizce,
17717,Türkçe,
17719,Turkish,native_or_bilingual
17719,English,native_or_bilingual
17719,Korean,limited_working
17720,İngilizce,professional_working
17720,"Türkçe, Osmanlıca (1500-1928)",full_professional
17721,Arabic,native_or_bilingual
17721,English,professional_working
17721,Turkish,elementary
17722,Turkish,native_or_bilingual
17722,English,limited_working
17723,Türkçe,native_or_bilingual
17723,İngilizce,professional_working
17723,Almanca,limited_working
17724,"İngilizce ,Almanca ",
17725,İngilizce,professional_working
17725,Türkçe,native_or_bilingual
17725,Almanca,elementary
17725,Polish,elementary
17727,English,native_or_bilingual
17730,İngilizce,professional_working
17730,Türkçe,native_or_bilingual
17731,Türkçe,native_or_bilingual
17731,Arapça,professional_working
17731,İngilizce,professional_working
17731,Rusça,professional_working
17732,Turkish,native_or_bilingual
17732,English,professional_working
17736,English,professional_working
17737,İngilizce,
17740,Turkish,native_or_bilingual
17740,English,professional_working
17741,German,native_or_bilingual
17741,English,full_professional
17741,Turkish,native_or_bilingual
17743,Türkçe,native_or_bilingual
17743,İngilizce,limited_working
17743,İspanyolca,elementary
17745,Türkçe,native_or_bilingual
17745,İngilizce,limited_working
17747,Türkçe,native_or_bilingual
17747,İngilizce,professional_working
17748,Türkçe,native_or_bilingual
17748,İngilizce,full_professional
17749,Turkish,native_or_bilingual
17749,English,full_professional
17750,English,limited_working
17752,Turkish,elementary
17752,Arabic,native_or_bilingual
17752,English,professional_working
17754,İngilizce,
17756,İngilizce,full_professional
17756,Portekizce,professional_working
17756,Turkish,native_or_bilingual
17757,Türkçe,native_or_bilingual
17757,English,professional_working
17757,Espanol,elementary
17758,Türkçe,native_or_bilingual
17758,İngilizce,professional_working
17759,Türkçe,
17763,English,limited_working
17764,Türkçe,native_or_bilingual
17764,İngilizce,professional_working
17766,İngilizce,
17766,Ukranian,elementary
17767,İngilizce,
17769,İngilizce,professional_working
17770,English,full_professional
17770,German,elementary
17770,Turkish,native_or_bilingual
17770,French,elementary
17772,Almanca,elementary
17772,İngilizce,limited_working
17772,Türkçe,native_or_bilingual
17775,English,full_professional
17775,Arabic,native_or_bilingual
17775,Turkish,elementary
17777,İngilizce,full_professional
17777,Türkçe,full_professional
17778,İngilizce,professional_working
17778,İspanyolca,elementary
17780,İngilizce,professional_working
17780,Almanca,elementary
17780,Türkçe,native_or_bilingual
17782,Türkçe,native_or_bilingual
17782,İngilizce,full_professional
17784,Turkish,native_or_bilingual
17784,English,full_professional
17787,English,
17788,English,professional_working
17788,Arabic,native_or_bilingual
17788,Turkish,elementary
17792,English,
17793,"İngilizce, Orta (1100-1500)",
17794,İngilizce,limited_working
17795,Türkçe,native_or_bilingual
17795,İngilizce,professional_working
17796,Türkçe,native_or_bilingual
17796,English,professional_working
17797,Turkish,native_or_bilingual
17797,English,full_professional
17797,German,elementary
17798,İngilizce,professional_working
17799,Türkçe,native_or_bilingual
17799,İngilizce,full_professional
17799,İspanyolca,limited_working
17800,Turkish,native_or_bilingual
17800,English,professional_working
17800,German,elementary
17801,İngilizce,professional_working
17801,Çince,elementary
17801,Türkçe,native_or_bilingual
17805,İngilizce,full_professional
17805,Russian,limited_working
17805,Spanish,elementary
17805,Turkish,native_or_bilingual
17807,İngilizce,limited_working
17808,İngilizce,professional_working
17808,Türkçe,native_or_bilingual
17810,English,professional_working
17810,Arabic,native_or_bilingual
17810,Turkish,limited_working
17812,English,professional_working
17812,Turkish,native_or_bilingual
17812,German,limited_working
17812,Azerbaijani,native_or_bilingual
17813,English,
17814,English,native_or_bilingual
17814,Turkish,native_or_bilingual
17814,French,professional_working
17814,German,elementary
17817,Turkish,
17817,English,
17818,Türkçe,native_or_bilingual
17818,İngilizce,native_or_bilingual
17818,Almanca,elementary
17819,"İngilizce, Orta (1100-1500)",professional_working
17819,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",professional_working
17820,İngilizce,professional_working
17820,Almanca,limited_working
17822,Arabic,native_or_bilingual
17822,English,professional_working
17822,Turkish,elementary
17823,English,
17825,English,professional_working
17825,Turkish,native_or_bilingual
17825,German,elementary
17825,Arabic,native_or_bilingual
17827,İngilizce,
17827,Türkçe,
17828,Turkish,native_or_bilingual
17828,English,native_or_bilingual
17828,Korean,limited_working
17829,English,
17829,Turkish,native_or_bilingual
17831,Turkish,native_or_bilingual
17831,English,limited_working
17832,İngilizce,professional_working
17832,Türkçe,native_or_bilingual
17832,Almanca,elementary
17832,Polish,elementary
17833,"İngilizce ,Almanca ",
17834,Türkçe,native_or_bilingual
17834,İngilizce,professional_working
17834,Almanca,limited_working
17835,English,professional_working
17835,Turkish,native_or_bilingual
17837,İngilizce,professional_working
17837,Türkçe,native_or_bilingual
17838,Turkish,native_or_bilingual
17838,English,professional_working
17839,Türkçe,native_or_bilingual
17839,Arapça,professional_working
17839,İngilizce,professional_working
17839,Rusça,professional_working
17844,English,
17844,Turkish,
17845,Turkish,native_or_bilingual
17845,English,full_professional
17846,English,
17846,Russian,
17846,Turkish,native_or_bilingual
17847,Türkçe,native_or_bilingual
17847,İngilizce,professional_working
17847,Almanca,elementary
17848,English,professional_working
17848,German,limited_working
17848,Turkish,native_or_bilingual
17851,English,full_professional
17851,German,full_professional
17852,English,professional_working
17853,İngilizce,full_professional
17853,Türkçe,full_professional
17856,Türkçe,native_or_bilingual
17856,İngilizce,full_professional
17860,Turkish,native_or_bilingual
17860,English,professional_working
17860,German,elementary
17861,"İngilizce, Orta (1100-1500)",
17862,İngilizce,
17862,Türkçe,
17864,İngilizce,limited_working
17864,Türkçe,native_or_bilingual
17865,English,full_professional
17865,Turkish,native_or_bilingual
17865,İtalyanca,elementary
17867,English,professional_working
17867,Arabic,native_or_bilingual
17867,Turkish,limited_working
17868,Türkçe,native_or_bilingual
17868,English,professional_working
17869,English,professional_working
17870,Turkish,native_or_bilingual
17870,English,native_or_bilingual
17870,Korean,limited_working
17871,English,limited_working
17871,Türkçe,native_or_bilingual
17872,Turkish,native_or_bilingual
17872,English,professional_working
17872,Russian,elementary
17873,İngilizce,limited_working
17874,English,full_professional
17874,Turkish,native_or_bilingual
17876,Türkçe,native_or_bilingual
17876,English,professional_working
17878,Turkish,native_or_bilingual
17878,English,professional_working
17879,İngilizce,full_professional
17879,Russian,limited_working
17879,Spanish,elementary
17879,Turkish,native_or_bilingual
17880,Turkish,native_or_bilingual
17880,English,professional_working
17880,German,limited_working
17881,Türkçe,native_or_bilingual
17881,İngilizce,full_professional
17883,İngilizce,full_professional
17883,Portekizce,professional_working
17883,Turkish,native_or_bilingual
17884,Turkish,native_or_bilingual
17884,English,professional_working
17884,Spanish,elementary
17887,İngilizce,professional_working
17888,Türkçe,native_or_bilingual
17888,İngilizce,
17889,English,full_professional
17890,Turkish,native_or_bilingual
17890,English,professional_working
17891,Türkçe,native_or_bilingual
17891,İngilizce,professional_working
17892,İngilizce,
17893,Türkçe,native_or_bilingual
17893,English,professional_working
17894,Türkçe,native_or_bilingual
17894,İngilizce,professional_working
17896,Türkçe,professional_working
17896,İngilizce,elementary
17896,İşaret Dilleri,elementary
17897,English,limited_working
17899,Turkish,native_or_bilingual
17899,English,professional_working
17899,Spanish,elementary
17900,English,full_professional
17900,Turkish,native_or_bilingual
17901,İngilizce,professional_working
17901,Türkçe,full_professional
17902,English,professional_working
17902,Spanish,limited_working
17904,İngilizce,limited_working
17905,English,full_professional
17905,Turkish,native_or_bilingual
17905,İtalyanca,elementary
17907,Türkçe,native_or_bilingual
17907,İngilizce,professional_working
17908,English,
17909,English,professional_working
17909,Arabic,native_or_bilingual
17909,Turkish,limited_working
17910,Türkçe,native_or_bilingual
17910,İngilizce,full_professional
17910,Almanca,elementary
17911,Turkish,native_or_bilingual
17911,English,professional_working
17911,German,elementary
17912,Türkçe,native_or_bilingual
17912,İngilizce,full_professional
17912,İspanyolca,limited_working
17913,İngilizce,limited_working
17913,Türkçe,native_or_bilingual
17915,İngilizce,professional_working
17916,Türkçe,native_or_bilingual
17916,İngilizce,professional_working
17916,Arapça,elementary
17917,Turkish,native_or_bilingual
17917,English,professional_working
17917,Russian,elementary
17919,"İngilizce, Orta (1100-1500)",professional_working
17919,"Almanca, Orta Yüksek (yaklaşık 1050-1500)",professional_working
17920,English,
17921,English,
17921,Turkish,native_or_bilingual
17921,German,
17922,Turkish,native_or_bilingual
17922,English,full_professional
17923,İngilizce,professional_working
17923,Almanca,limited_working
17924,English,professional_working
17924,Arabic,native_or_bilingual
17924,Turkish,limited_working
17927,Rumence,full_professional
17927,İngilizce,full_professional
17928,Turkish,native_or_bilingual
17928,English,full_professional
17929,Turkish,native_or_bilingual
17929,English,professional_working
17929,Español,elementary
17929,Portuguese,elementary
17930,Spanish,elementary
17930,French,professional_working
17930,Turkish,native_or_bilingual
17930,English,native_or_bilingual
17931,Türkçe,native_or_bilingual
17931,İngilizce,full_professional
17932,Almanca,elementary
17932,İngilizce,professional_working
17933,Turkish,native_or_bilingual
17933,English,full_professional
17933,German,elementary
17933,Italian,elementary
17934,Türkçe,
17934,İngilizce,
17935,English,native_or_bilingual
17935,Türkçe,native_or_bilingual
17935,Bahasa Indonesia,native_or_bilingual
17935,Bahasa Melayu,professional_working
17935,Basa Sunda,native_or_bilingual
17935,اللغة العربية,limited_working
17935,Deutsch,elementary
17936,English,professional_working
17936,German,limited_working
17937,İngilizce,professional_working
17939,English,native_or_bilingual
17941,İngilizce,professional_working
17941,İtalyanca,elementary
17942,İngilizce,professional_working
17942,Çince,elementary
17942,Türkçe,native_or_bilingual
17946,İngilizce,limited_working
17947,İngilizce,limited_working
17948,İngilizce,professional_working
17948,Almanca,elementary
17948,Türkçe,native_or_bilingual
17949,İngilizce,professional_working
17949,Türkçe,native_or_bilingual
17949,Almanca,elementary
17950,English,full_professional
17953,Türkçe,native_or_bilingual
17953,İngilizce,professional_working
17954,İngilizce,professional_working
17956,Türkçe,native_or_bilingual
17956,İngilizce,full_professional
17957,İngilizce,
17957,Türkçe,native_or_bilingual
17959,English,full_professional
17959,French,professional_working
17960,İngilizce,elementary
17961,Almanca,elementary
17961,İngilizce ,limited_working
17961,Türkçe,native_or_bilingual
17962,English,full_professional
17962,Turkish,native_or_bilingual
17962,Spanish,elementary
17964,English,professional_working
17964,Turkish,native_or_bilingual
17966,İngilizce,professional_working
17966,"Türkçe, Osmanlıca (1500-1928)",full_professional
17968,İngilizce,limited_working
17968,Almanca,elementary
17969,İngilizce,limited_working
17970,English,professional_working
17970,Turkish,native_or_bilingual
17970,German,limited_working
17970,Azerbaijani,native_or_bilingual
17971,Turkish,native_or_bilingual
17971,English,professional_working
17973,Turkish,native_or_bilingual
17973,English,full_professional
17974,English,limited_working
17975,İngilizce,professional_working
17975,Türkçe,native_or_bilingual
17977,İngilizce,limited_working
17978,Fransızca,elementary
17978,İngilizce,professional_working
17980,Türkçe,native_or_bilingual
17980,İngilizce,professional_working
17981,İngilizce,professional_working
17982,İngilizce,
17982,Türkçe,native_or_bilingual
17984,Turkish,native_or_bilingual
17984,English,full_professional
17985,Turkish,native_or_bilingual
17985,English,professional_working
17989,Türkçe,
17989,İngilizce,
17991,Almanca,
17991,İngilizce,
17992,Turkish,native_or_bilingual
17992,İngilizce,professional_working
17993,İngilizce,full_professional
17993,Türkçe,native_or_bilingual
17995,"İngilizce, Orta (1100-1500)",
17996,İngilizce,professional_working
17996,Türkçe,native_or_bilingual
17997,Türkçe,native_or_bilingual
17997,İngilizce,limited_working
17997,İspanyolca,elementary
17998,İngilizce,
18001,English,full_professional
18001,Turkish,limited_working
18001,Arabic,native_or_bilingual
18002,İngilizce,professional_working
18005,İngilizce,professional_working
18005,Türkçe,native_or_bilingual
18006,İngilizce,full_professional
18009,İngilizce,professional_working
18009,Türkçe,native_or_bilingual
18009,Fransızca,elementary
18010,Türkçe,native_or_bilingual
18010,İngilizce,elementary
18011,English,full_professional
18011,Turkish,native_or_bilingual
18012,İngilizce,professional_working
18012,Türkçe,native_or_bilingual
18015,Türkçe,native_or_bilingual
18015,İngilizce,full_professional
18015,İspanyolca,limited_working
18016,İngilizce,limited_working
18016,Türkçe,native_or_bilingual
18017,Türkçe,
18017,İngilizce,
18019,İngilizce,
18019,Türkçe,
18020,İngilizce,
18022,English,professional_working
18022,German,elementary
18022,Russian,elementary
18022,Turkish,native_or_bilingual
18022,Azerbaijani,native_or_bilingual
18023,Türkçe,native_or_bilingual
18023,İngilizce,limited_working
18023,Almanca,elementary
18024,İngilizce,professional_working
18024,Türkçe,native_or_bilingual
18025,Turkish,native_or_bilingual
18025,English,limited_working
18027,"İngilizce, Orta (1100-1500)",
18029,İngilizce,professional_working
18029,Türkçe,native_or_bilingual
18031,Arabic,native_or_bilingual
18031,English,limited_working
18031,Turkish,elementary
18035,Türkçe,native_or_bilingual
18035,İngilizce,professional_working
18036,İngilizce,professional_working
18036,İtalyanca,elementary
18038,English,professional_working
18038,Turkish,native_or_bilingual
18038,Spanish,elementary
18039,İngilizce,limited_working
18039,Türkçe,native_or_bilingual
18040,English,professional_working
18042,İngilizce,professional_working
18042,Çince,elementary
18042,Türkçe,native_or_bilingual
18044,İngilizce,full_professional
18044,Türkçe,native_or_bilingual
18044,Almanca,elementary
18046,Türkçe,native_or_bilingual
18046,İngilizce,professional_working
18048,İNGİLİZCE,
18049,Türkçe,native_or_bilingual
18049,İngilizce,professional_working
18050,Azerbaijani,native_or_bilingual
18050,English,professional_working
18050,Turkish,native_or_bilingual
18050,Russian,limited_working
18051,İngilizce,professional_working
18051,Türkçe,native_or_bilingual
18052,English,professional_working
18053,İngilizce,professional_working
18055,Turkish,native_or_bilingual
18055,English,full_professional
18055,Spanish,elementary
18056,İngilizce,professional_working
18058,İngilizce,professional_working
18061,İngilizce,professional_working
18063,İngilizce,professional_working
18063,Türkçe,native_or_bilingual
18064,Türkçe,native_or_bilingual
18064,İngilizce,professional_working
18064,İspanyolca,elementary
18065,Turkish,professional_working
18065,English,professional_working
18065,Uzbek,native_or_bilingual
18070,English,limited_working
18070,Turkish,native_or_bilingual
18070,Persian,native_or_bilingual
18070,Azerbaijani,native_or_bilingual
18072,Turkish,native_or_bilingual
18072,English,limited_working
18072,German,elementary
18073,Türkçe,native_or_bilingual
18073,İngilizce,limited_working
18074,English,professional_working
18074,Turkish,native_or_bilingual
18075,Çince,professional_working
18075,İngilizce,limited_working
18078,English,full_professional
18078,Turkish,native_or_bilingual
18078,German,elementary
18081,Türkçe,native_or_bilingual
18081,İngilizce,professional_working
18082,İngilizce,professional_working
18082,Türkçe,native_or_bilingual
18084,Türkçe,native_or_bilingual
18084,İngilizce,elementary
18084,Almanca,elementary
18090,Türkçe,native_or_bilingual
18090,İngilizce,professional_working
18091,İngilizce,professional_working
18092,İngilizce,full_professional
18092,Korece,limited_working
18093,İngilizce,full_professional
18093,German,elementary
18093,Turkish,native_or_bilingual
18095,Türkçe,native_or_bilingual
18095,İngilizce,full_professional
18095,İspanyolca,elementary
18095,Rusça,elementary
18097,Turkish,native_or_bilingual
18097,English,professional_working
18097,Arabic,professional_working
18097,Russian,limited_working
18098,Turkish,native_or_bilingual
18098,English,native_or_bilingual
18098,German,limited_working
18101,İngilizce,full_professional
18103,İngilizce,professional_working
18104,Türkçe,native_or_bilingual
18104,İngilizce,professional_working
18106,Turkish,native_or_bilingual
18106,English,professional_working
18107,German,limited_working
18107,English,professional_working
18107,Spanish,elementary
18108,Persian,native_or_bilingual
18108,Turkish,native_or_bilingual
18113,Türkçe,native_or_bilingual
