user_id,industry,location,moved_after_2019
29339,Telecommunications,"Istanbul, Turkey",1
30578,Defense & Space,"Ankara, Turkey",1
3045,Program Development,"Fatsa, Ordu, Turkey",1
58144,Telecommunications,"Istanbul, Istanbul, Turkey",0
29614,Information Technology and Services,"Sisli, Istanbul, Turkey",1
24390,Information Technology and Services,"Adana, Turkey",0
38317,Telecommunications,"Istanbul, Turkey",1
58682,Electrical/Electronic Manufacturing,Turkey,1
54711,Defense & Space,"Ankara, Ankara, Turkey",1
64741,Information Technology and Services,Turkey,0
13049,Aviation & Aerospace,Turkey,0
8798,Banking,"Pendik, Istanbul, Turkey",0
1418,Computer Software,"Antalya, Turkey",1
22419,Information Technology and Services,"Ankara, Turkey",1
51951,Computer Software,"Istanbul, Turkey",0
18911,Information Technology and Services,"Istanbul, Turkey",1
42019,Computer & Network Security,"Rize, Turkey",0
42581,Information Technology and Services,"Istanbul, Turkey",1
44165,Electrical/Electronic Manufacturing,Turkey,0
2911,Higher Education,"Istanbul, Istanbul, Turkey",0
22244,Insurance,"Istanbul, Istanbul, Turkey",1
62584,Research,"Istanbul, Istanbul, Turkey",1
21639,Computer Software,"Esenyurt, Istanbul, Turkey",0
50939,Computer Software,"Gebze, Kocaeli, Turkey",1
43925,Pharmaceuticals,"Istanbul, Turkey",1
16378,Computer Software,"Kagithane, Istanbul, Turkey",1
56142,Information Technology and Services,Turkey,0
40904,Information Technology and Services,"Istanbul, Turkey",0
28430,Plastics,"Adana, Turkey",0
57868,Government Administration,"Ankara, Ankara, Turkey",0
29411,Computer Software,"Istanbul, Turkey",0
62749,Nonprofit Organization Management,"Istanbul, Istanbul, Turkey",1
47885,Information Technology and Services,"Ankara, Turkey",1
43369,Telecommunications,Turkey,1
31245,Telecommunications,"Istanbul, Istanbul, Turkey",0
35920,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
46006,Information Technology and Services,"Istanbul, Turkey",0
22625,Marketing and Advertising,"Istanbul, Turkey",0
63430,Market Research,"Istanbul, Istanbul, Turkey",0
49743,Computer Software,"Istanbul, Turkey",1
51227,Automotive,Turkey,0
1181,Computer Software,Turkey,0
28747,Banking,"Istanbul, Istanbul, Turkey",1
40378,Information Technology and Services,Turkey,0
21096,Information Technology and Services,"Istanbul, Turkey",1
14034,Computer Games,"Istanbul, Turkey",1
17004,Consumer Goods,"Istanbul, Turkey",0
4080,Banking,"Istanbul, Turkey",0
30278,Airlines/Aviation,"Istanbul, Istanbul, Turkey",0
26209,Computer & Network Security,Turkey,0
37204,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
5108,Higher Education,"Istanbul, Istanbul, Turkey",0
61170,Defense & Space,"Ankara, Ankara, Turkey",1
36675,Information Technology and Services,Turkey,1
39427,Computer Software,Turkey,0
25637,Telecommunications,"Istanbul, Istanbul, Turkey",0
62694,Food Production,"Istanbul, Turkey",1
52417,Computer Software,"Istanbul, Istanbul, Turkey",0
57366,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
40511,Financial Services,"Istanbul, Turkey",0
62034,Consumer Electronics,"Konya, Turkey",0
53797,Electrical/Electronic Manufacturing,Turkey,0
65201,Electrical/Electronic Manufacturing,"Beylikduzu, Istanbul, Turkey",1
14655,Computer Software,Turkey,0
30948,Industrial Automation,"Istanbul, Istanbul, Turkey",1
11145,Higher Education,"Istanbul, Turkey",0
56350,Computer Software,"Ankara, Turkey",1
12391,Plastics,Turkey,0
64208,Computer Software,"Istanbul, Turkey",0
44491,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
57905,Computer Software,"Ankara, Turkey",1
23104,Consumer Goods,"Kayseri, Turkey",1
20787,Computer Software,"Istanbul, Turkey",0
18134,Graphic Design,"Istanbul, Istanbul, Turkey",0
31788,Computer Games,"Bursa, Turkey",0
13369,Higher Education,"Ankara, Ankara, Turkey",0
17083,Computer Software,"Kocaeli, Turkey",0
51741,Information Technology and Services,"Maltepe, Istanbul, Turkey",1
19030,Information Technology and Services,"Istanbul, Turkey",0
17795,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
38951,Financial Services,Turkey,1
61964,Computer Software,"Ankara, Ankara, Turkey",1
1976,Gambling & Casinos,"Istanbul, Istanbul, Turkey",1
20601,Internet,"Istanbul, Istanbul, Turkey",1
20439,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
16961,Defense & Space,"Pendik, Istanbul, Turkey",1
17659,Computer Software,"Istanbul, Istanbul, Turkey",0
41696,Government Administration,"Istanbul, Istanbul, Turkey",0
16329,Computer Software,Turkey,0
50773,Design,"Istanbul, Istanbul, Turkey",1
29729,Research,"Istanbul, Turkey",0
58969,Computer & Network Security,"Istanbul, Istanbul, Turkey",1
63572,Computer Software,"Istanbul, Turkey",0
6267,Computer Software,"Istanbul, Turkey",1
61705,Aviation & Aerospace,Turkey,1
38498,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
2252,Information Technology and Services,"Istanbul, Turkey",1
25411,Telecommunications,"Istanbul, Istanbul, Turkey",1
57217,Computer Networking,"Ankara, Turkey",1
21453,Computer Software,Turkey,0
65190,Automotive,"Istanbul, Turkey",1
32622,Computer Software,"Istanbul, Istanbul, Turkey",0
23019,Computer Software,Turkey,0
30945,Computer Software,Turkey,0
34549,Electrical/Electronic Manufacturing,Turkey,1
16203,Information Technology and Services,"İzmir, İzmir, Turkey",1
42815,Computer Software,"Ankara, Ankara, Turkey",0
38867,Telecommunications,"Antalya, Turkey",0
53838,Telecommunications,"Istanbul, Istanbul, Turkey",1
24753,Computer Software,Turkey,1
27688,Aviation & Aerospace,"Istanbul, Turkey",0
20669,Automotive,Turkey,0
13844,Computer Software,Turkey,0
33257,Consumer Goods,"Istanbul, Turkey",1
64799,Information Technology and Services,"Istanbul, Turkey",1
44290,Internet,Turkey,0
22156,Computer Software,"Istanbul, Istanbul, Turkey",0
26447,Banking,Turkey,0
9888,Computer Software,"Istanbul, Turkey",1
43193,Computer Software,"Istanbul, Turkey",0
48434,Information Technology and Services,"Ankara, Turkey",0
21888,Telecommunications,"Istanbul, Istanbul, Turkey",0
62283,Computer Software,"Kagithane, Istanbul, Turkey",0
42442,Telecommunications,"Istanbul, Istanbul, Turkey",0
39377,Computer Software,"Kocaeli, Turkey",0
53470,Computer Networking,Turkey,0
44622,Information Technology and Services,"Istanbul, Turkey",1
63067,Retail,"Istanbul, Turkey",1
37380,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
29657,Computer Software,"Istanbul, Turkey",1
45724,Textiles,"Istanbul, Istanbul, Turkey",0
65177,Computer Software,"Istanbul, Turkey",1
23812,Computer Software,"Adana, Turkey",0
64574,Telecommunications,"Maltepe, Istanbul, Turkey",0
10014,Translation and Localization,"Istanbul, Turkey",1
42096,Aviation & Aerospace,"Ankara, Turkey",1
59708,Computer Games,"Ankara, Turkey",0
14129,Computer Software,"Istanbul, Istanbul, Turkey",0
59596,Information Technology and Services,"Ankara, Ankara, Turkey",0
61988,Airlines/Aviation,"Istanbul, Turkey",1
62645,International Trade and Development,"Istanbul, Turkey",0
42593,Telecommunications,"Istanbul, Istanbul, Turkey",0
34050,Food Production,"Istanbul, Istanbul, Turkey",0
22917,Information Technology and Services,Philippines,1
5918,Computer Software,"Istanbul, Istanbul, Turkey",0
19356,"Leisure, Travel & Tourism",Turkey,0
54293,Medical Devices,"Ankara, Turkey",0
55089,Computer Software,Turkey,1
6817,Computer Software,"Rumelifeneri, Istanbul, Turkey",0
17207,Banking,Turkey,0
56977,Mobile Games,"Cankaya, Ankara, Turkey",0
50291,Computer Software,"Istanbul, Istanbul, Turkey",1
39569,Computer Software,"Sakarya, Turkey",0
4171,Information Technology and Services,Turkey,0
61907,Higher Education,"Ankara, Turkey",1
56772,Computer Software,"Eskişehir, Turkey",1
11958,Computer Software,"Muğla, Turkey",0
63744,Information Technology and Services,"Kurtköy, Istanbul, Turkey",0
29004,Computer Software,"Istanbul, Turkey",0
58157,Telecommunications,Turkey,0
12022,Computer Software,"Istanbul, Istanbul, Turkey",1
23673,Computer Software,"Istanbul, Istanbul, Turkey",0
5688,Information Technology and Services,"Istanbul, Turkey",1
6069,Computer Software,"Istanbul, Istanbul, Turkey",0
11503,Computer Software,"Istanbul, Istanbul, Turkey",0
17722,Information Services,"Istanbul, Istanbul, Turkey",0
56595,Computer Software,"Ankara, Turkey",0
35523,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
20212,Food Production,"Istanbul, Turkey",0
21301,Insurance,"Bakirkoy, Istanbul, Turkey",0
23213,Telecommunications,"Istanbul, Istanbul, Turkey",1
21903,Banking,"Istanbul, Istanbul, Turkey",1
23990,Defense & Space,"Yenimahalle, Ankara, Turkey",1
37549,Banking,"Istanbul, Istanbul, Turkey",1
28219,Information Technology and Services,Turkey,0
44375,Logistics and Supply Chain,Turkey,0
55177,Defense & Space,"Ankara, Ankara, Turkey",1
58053,Banking,"Istanbul, Istanbul, Turkey",0
24105,Consumer Goods,"Osmaniye, Turkey",1
23822,Information Technology and Services,Turkey,0
29528,Investment Banking,"Istanbul, Istanbul, Turkey",0
39572,Electrical/Electronic Manufacturing,"Ankara, Turkey",1
6457,Consumer Goods,"Istanbul, Istanbul, Turkey",0
47108,Computer & Network Security,"Ankara, Ankara, Turkey",0
11406,Electrical/Electronic Manufacturing,"Istanbul, Istanbul, Turkey",0
18861,Computer Software,"Istanbul, Turkey",1
37743,Computer Networking,Turkey,0
26335,Machinery,"Umraniye, Istanbul, Turkey",1
37121,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
16936,Insurance,"Istanbul, Istanbul, Turkey",1
35581,Computer Software,Turkey,0
64578,Computer Software,Turkey,0
55580,E-Learning,"Ankara, Ankara, Turkey",1
52296,Computer Software,"Istanbul, Istanbul, Turkey",1
49453,Computer Games,"Ankara, Turkey",0
28655,Automotive,Turkey,0
22199,Banking,Turkey,0
7540,Information Technology and Services,"Denizli, Turkey",0
29553,Computer Software,"Istanbul, Istanbul, Turkey",1
7313,Computer Software,"Istanbul, Turkey",1
38286,Electrical/Electronic Manufacturing,"Istanbul, Istanbul, Turkey",1
27437,Defense & Space,"Antalya, Turkey",1
64804,Information Technology and Services,Turkey,1
53712,Telecommunications,"Istanbul, Istanbul, Turkey",1
9374,Hospital & Health Care,"Istanbul, Turkey",1
63139,Computer & Network Security,"Esenyurt, Istanbul, Turkey",0
27940,Information Technology and Services,Turkey,0
4843,Publishing,"Istanbul, Istanbul, Turkey",0
4572,Computer Software,"Istanbul, Istanbul, Turkey",0
13739,Computer Software,Turkey,0
20879,Computer Software,"Istanbul, Turkey",1
12919,Financial Services,"Istanbul, Istanbul, Turkey",0
29097,Internet,"Istanbul, Turkey",1
43857,Information Technology and Services,"Bornova, İzmir, Turkey",0
22646,Information Technology and Services,"Kayseri, Turkey",1
1415,Computer Software,"Istanbul, Istanbul, Turkey",1
50934,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
16086,Computer Software,"Istanbul, Turkey",0
19820,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
28712,Telecommunications,"Istanbul, Istanbul, Turkey",1
25646,Information Technology and Services,"Kadikoy, Istanbul, Turkey",0
33816,Computer & Network Security,"Istanbul, Istanbul, Turkey",0
47260,Computer Software,"Ankara, Ankara, Turkey",0
12052,Internet,"Sariyer, Istanbul, Turkey",0
65353,Computer Software,"Istanbul, Turkey",1
21005,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
10488,Computer Software,"Istanbul, Istanbul, Turkey",1
31711,Higher Education,"Istanbul, Istanbul, Turkey",0
9641,Computer Software,"Besiktas, Istanbul, Turkey",0
36742,Education Management,Turkey,0
47149,Information Technology and Services,"Ankara, Ankara, Turkey",0
43706,Information Technology and Services,"Pendik, Istanbul, Turkey",0
18147,Automotive,Turkey,0
38174,Consumer Goods,"Istanbul, Istanbul, Turkey",1
7568,Computer Software,"Ankara, Turkey",1
6129,Computer Software,"Istanbul, Turkey",1
1736,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
18173,Computer Software,"Istanbul, Turkey",0
15038,Computer Software,"Istanbul, Istanbul, Turkey",1
51245,Computer Software,Turkey,1
37293,Computer Software,"Istanbul, Turkey",1
54976,Internet,"Bursa, Turkey",1
28429,Computer Software,Turkey,0
8472,Financial Services,"Istanbul, Istanbul, Turkey",1
18046,Information Technology and Services,Turkey,1
10606,Information Technology and Services,"Istanbul, Turkey",0
13176,Aviation & Aerospace,Turkey,0
43798,Security and Investigations,Turkey,0
44722,Computer Software,"İzmir, Turkey",0
16336,Computer Software,"Istanbul, Istanbul, Turkey",1
53638,Computer Software,"Istanbul, Turkey",0
57995,Construction,Turkey,1
33718,Electrical/Electronic Manufacturing,"Istanbul, Istanbul, Turkey",1
1750,Computer Software,"Istanbul, Istanbul, Turkey",1
2479,Management Consulting,"Istanbul, Istanbul, Turkey",1
31790,Computer Software,Turkey,0
62393,Computer Software,"Istanbul, Istanbul, Turkey",0
59748,Consumer Electronics,Turkey,1
56646,Information Technology and Services,"Ankara, Turkey",1
32899,Computer Software,"Istanbul, Turkey",1
40014,Computer Software,Turkey,0
53320,Aviation & Aerospace,Netherlands,0
28791,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
8365,E-Learning,"Ankara, Turkey",0
64688,Research,"Istanbul, Turkey",1
11292,Internet,"Besiktas, Istanbul, Turkey",0
47294,Computer Software,"Ankara, Ankara, Turkey",0
53374,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
35462,Program Development,"Istanbul, Istanbul, Turkey",0
52959,Machinery,Turkey,0
9356,Banking,"Istanbul, Istanbul, Turkey",1
40656,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
62041,Hospital & Health Care,"Istanbul, Istanbul, Turkey",0
4046,Computer Software,"Bakirkoy, Istanbul, Turkey",0
36446,Computer Software,"Istanbul, Istanbul, Turkey",0
34347,Information Technology and Services,"Tuzla, Istanbul, Turkey",1
9355,Human Resources,"Istanbul, Turkey",0
2253,Computer Software,"Istanbul, Istanbul, Turkey",1
30728,Nonprofit Organization Management,"Istanbul, Turkey",1
4074,Information Technology and Services,"Gebze, Kocaeli, Turkey",1
16038,Financial Services,"Istanbul, Istanbul, Turkey",0
60574,Computer Software,"Ankara, Ankara, Turkey",0
5294,-1,Turkey,0
346,Information Technology and Services,"Istanbul, Turkey",1
61241,Defense & Space,Turkey,0
8006,Internet,"Ankara, Turkey",1
50008,Telecommunications,"Ankara, Turkey",0
41153,Computer & Network Security,Turkey,1
26627,Computer Software,"İzmir, Turkey",1
40704,Information Technology and Services,"Üsküdar, Istanbul, Turkey",0
55500,International Trade and Development,"Sancak, Konya, Turkey",0
12572,Computer Software,"İzmir, Turkey",0
15169,Financial Services,"Karsiyaka, İzmir, Turkey",1
17055,Telecommunications,"Istanbul, Istanbul, Turkey",0
12057,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
42806,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
35592,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
39598,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
25449,Consumer Electronics,"Manisa, Turkey",0
53200,Machinery,Turkey,0
53391,Telecommunications,"Istanbul, Istanbul, Turkey",1
59638,"Health, Wellness and Fitness","Ankara, Turkey",1
60384,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
44553,Pharmaceuticals,Turkey,0
25710,Computer Software,Turkey,0
42574,International Trade and Development,"Istanbul, Istanbul, Turkey",1
13259,Computer & Network Security,"Ankara, Turkey",0
46577,Consumer Electronics,"İzmir, Turkey",0
42801,Construction,"Ankara, Ankara, Turkey",0
11684,Information Technology and Services,"Istanbul, Turkey",0
20582,Telecommunications,"Istanbul, Istanbul, Turkey",0
36820,Computer Software,"Istanbul, Istanbul, Turkey",0
57943,Information Technology and Services,"Ankara, Ankara, Turkey",0
22239,Telecommunications,"Istanbul, Istanbul, Turkey",0
7488,Information Technology and Services,"Ankara, Turkey",0
39246,Retail,"Kocaeli, Turkey",0
46771,Information Technology and Services,Turkey,0
31971,Computer Software,"Ankara, Ankara, Turkey",0
46031,Airlines/Aviation,"Istanbul, Turkey",1
30132,Internet,"Bahçelievler, Istanbul, Turkey",1
50303,Computer Software,"Istanbul, Istanbul, Turkey",1
21719,Computer Software,"Istanbul, Turkey",1
31745,Marketing and Advertising,"Antalya, Turkey",0
50005,Civic & Social Organization,"Istanbul, Turkey",0
47768,Information Technology and Services,"Istanbul, Turkey",1
44828,Banking,Turkey,0
48493,Defense & Space,"Ankara, Ankara, Turkey",0
25208,Computer Software,Turkey,0
36929,Insurance,"Istanbul, Turkey",0
30299,Higher Education,"Kayseri, Turkey",0
18570,Computer & Network Security,"Istanbul, Istanbul, Turkey",1
23798,Telecommunications,"İzmir, Turkey",1
43405,Telecommunications,"Istanbul, Istanbul, Turkey",0
52794,Internet,"Istanbul, Turkey",0
1895,Mining & Metals,Turkey,0
16226,Computer Software,"Istanbul, Turkey",0
54879,Automotive,"Ankara, Turkey",1
30615,Automotive,"Istanbul, Turkey",1
52563,Computer Software,"Istanbul, Turkey",0
17846,Civil Engineering,"Ankara, Turkey",1
47738,Research,"Ankara, Ankara, Turkey",0
43812,Computer Software,"Istanbul, Turkey",0
20952,Law Practice,Turkey,1
13303,Food Production,"Eskişehir, Eskişehir, Turkey",0
50289,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
37430,Retail,"Istanbul, Istanbul, Turkey",0
26246,Information Technology and Services,"Istanbul, Turkey",0
33850,Information Technology and Services,"Istanbul, Turkey",0
10937,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
31565,Textiles,"Istanbul, Turkey",0
50879,Broadcast Media,Turkey,0
24922,Computer Software,Turkey,0
10801,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
25561,Information Services,"Maltepe, Istanbul, Turkey",0
9222,Computer Software,"Ankara, Turkey",1
57334,Defense & Space,"Ankara, Ankara, Turkey",0
11514,Telecommunications,"Istanbul, Istanbul, Turkey",0
59579,Information Technology and Services,"Ankara, Turkey",1
23526,Computer Software,"Istanbul, Istanbul, Turkey",0
30689,Telecommunications,"Kadikoy, Istanbul, Turkey",1
40558,Computer Software,"Istanbul, Istanbul, Turkey",0
16149,Insurance,"Istanbul, Turkey",0
24999,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
34173,Banking,Turkey,1
30888,Computer Software,"Istanbul, Istanbul, Turkey",0
15689,Internet,"Istanbul, Istanbul, Turkey",0
46609,Telecommunications,"Istanbul, Istanbul, Turkey",1
28530,Mining & Metals,"Çorlu, Tekirdağ, Turkey",0
22432,Information Technology and Services,Turkey,0
10143,Telecommunications,"Istanbul, Istanbul, Turkey",0
36560,Luxury Goods & Jewelry,"Istanbul, Istanbul, Turkey",1
38262,Computer Software,"Istanbul, Istanbul, Turkey",0
4795,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
62242,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
50728,Industrial Automation,"Ankara, Turkey",0
10248,Computer Software,"Istanbul, Turkey",1
19706,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
59150,Electrical/Electronic Manufacturing,Turkey,1
6541,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
56553,Electrical/Electronic Manufacturing,"Ankara, Ankara, Turkey",0
4463,Airlines/Aviation,"Istanbul, Turkey",0
41272,Financial Services,Turkey,0
15386,Defense & Space,"Ankara, Turkey",1
1748,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
55293,Computer Software,"Manisa, Turkey",0
32110,Computer Software,Turkey,0
29230,Higher Education,Turkey,1
24428,Banking,"Atasehir, Istanbul, Turkey",0
43129,Computer Software,Turkey,0
62819,Telecommunications,"Istanbul, Turkey",0
10027,Computer Software,"Istanbul, Istanbul, Turkey",0
60605,Computer Software,Turkey,0
64363,Information Technology and Services,Turkey,0
49181,Internet,Turkey,1
52895,Information Technology and Services,Turkey,0
33397,Publishing,"Istanbul, Istanbul, Turkey",1
19361,Nonprofit Organization Management,"Istanbul, Istanbul, Turkey",0
4275,Computer Software,"Istanbul, Turkey",1
33009,Banking,"Istanbul, Turkey",0
48263,Computer Software,"Istanbul, Istanbul, Turkey",0
52813,Information Technology and Services,"Umraniye, Istanbul, Turkey",1
16489,Higher Education,"Istanbul, Turkey",1
26591,Computer Software,Turkey,1
50372,Computer Software,"Istanbul, Turkey",1
12180,Program Development,"Ankara, Turkey",0
50977,Computer Software,"Gebze, Kocaeli, Turkey",0
24871,Computer Software,"Istanbul, Turkey",1
41343,Defense & Space,"Istanbul, Istanbul, Turkey",0
16603,Information Technology and Services,"Kadikoy, Istanbul, Turkey",1
6213,Program Development,"Üsküdar, Istanbul, Turkey",0
24308,Information Technology and Services,Turkey,0
63777,Computer Software,"Ankara, Ankara, Turkey",0
61351,Information Technology and Services,Turkey,1
25656,Education Management,"Istanbul, Istanbul, Turkey",0
4057,Higher Education,"Samsun, Turkey",0
19032,Telecommunications,"Istanbul, Istanbul, Turkey",0
38185,Information Technology and Services,"Istanbul, Turkey",1
36724,Internet,Turkey,1
7844,Information Technology and Services,"Ankara, Ankara, Turkey",1
56066,Computer Software,"Konya, Turkey",0
57434,Computer Software,Turkey,1
20390,Information Technology and Services,Turkey,0
65885,Computer Software,"Istanbul, Turkey",0
8349,Information Technology and Services,"Ankara, Ankara, Turkey",0
463,Hospital & Health Care,"Ankara, Ankara, Turkey",1
18579,Information Technology and Services,Turkey,1
66043,Information Technology and Services,"Istanbul, Turkey",0
56220,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
42542,Information Technology and Services,"Kocaeli, Turkey",1
10580,Telecommunications,Turkey,0
38643,Retail,"Kucukcekmece, Istanbul, Turkey",0
25960,Import and Export,Turkey,0
39049,Computer Software,"Istanbul, Turkey",0
2820,Telecommunications,"Istanbul, Istanbul, Turkey",0
57273,Information Technology and Services,Turkey,1
24013,Food Production,"Adana, Turkey",0
47522,Information Technology and Services,"Ankara, Turkey",1
1377,Telecommunications,"Maltepe, Istanbul, Turkey",1
38258,Industrial Automation,"Istanbul, Istanbul, Turkey",0
4068,Computer Software,"Ankara, Ankara, Turkey",0
20901,Real Estate,"Istanbul, Istanbul, Turkey",0
65816,Computer Software,"Istanbul, Istanbul, Turkey",1
22789,Computer & Network Security,"Istanbul, Istanbul, Turkey",1
10448,Information Technology and Services,Turkey,0
64262,Computer Software,Turkey,1
33036,Internet,Turkey,0
54435,Information Technology and Services,"Ankara, Turkey",1
36073,Telecommunications,"Istanbul, Istanbul, Turkey",1
29503,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
19324,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
60147,Renewables & Environment,Turkey,0
57672,Defense & Space,"Ankara, Ankara, Turkey",0
39845,Information Technology and Services,"Istanbul, Istanbul, Turkey",1
21526,Staffing and Recruiting,"Istanbul, Turkey",1
58666,Automotive,"Bornova, İzmir, Turkey",1
35360,Electrical/Electronic Manufacturing,"Istanbul, Istanbul, Turkey",1
3332,Computer Software,"Ankara, Turkey",0
58352,Defense & Space,"Ankara, Turkey",0
48467,Airlines/Aviation,"Ankara, Ankara, Turkey",0
13113,Chemicals,Turkey,0
49527,Computer Software,"Ankara, Ankara, Turkey",1
17554,Computer Software,"Istanbul, Turkey",1
63974,Information Technology and Services,"Samsun, Turkey",0
50502,Computer Software,Turkey,0
63970,Telecommunications,"Istanbul, Turkey",0
40751,Computer & Network Security,"Altindag, Ankara, Turkey",1
15660,Nonprofit Organization Management,"İzmir, Turkey",0
14966,Telecommunications,"Istanbul, Istanbul, Turkey",0
36799,Computer Software,"Esenler, Istanbul, Turkey",0
34330,Computer Software,Turkey,0
46639,Program Development,"Bursa, Turkey",0
37823,Aviation & Aerospace,"Istanbul, Istanbul, Turkey",1
49391,Financial Services,"Ankara, Ankara, Turkey",0
25412,Oil & Energy,"Pendik, Istanbul, Turkey",0
48031,Information Technology and Services,"Ankara, Ankara, Turkey",0
47435,Information Technology and Services,"Ankara, Turkey",0
48492,Aviation & Aerospace,Turkey,0
30208,Defense & Space,"Ankara, Turkey",0
20460,Pharmaceuticals,Turkey,1
2167,Airlines/Aviation,"Istanbul, Istanbul, Turkey",0
58849,Information Technology and Services,"İzmir, Turkey",1
51954,Computer Software,"Istanbul, Turkey",0
55206,Computer Software,"Ankara, Ankara, Turkey",1
28558,Information Technology and Services,Turkey,0
52071,Medical Devices,Turkey,0
20691,Computer Software,Turkey,1
44927,Computer Software,Turkey,1
60766,Defense & Space,"Ankara, Ankara, Turkey",0
51422,Defense & Space,"Ankara, Turkey",0
62275,Computer Software,"Istanbul, Turkey",0
317,Computer Games,"Konya, Turkey",1
32960,Computer Software,"Ankara, Ankara, Turkey",1
35662,E-Learning,"Istanbul, Istanbul, Turkey",1
61380,Information Technology and Services,"Ankara, Turkey",1
46801,Internet,"Istanbul, Turkey",0
42409,Computer Software,"İzmir, Turkey",0
46491,Computer Software,"Antalya, Turkey",0
42195,Information Technology and Services,Turkey,1
22468,Electrical/Electronic Manufacturing,"Ankara, Turkey",0
43186,Computer Software,Turkey,0
56032,Food Production,Turkey,0
34674,Computer Software,"Istanbul, Turkey",1
55434,Computer Software,Turkey,0
6872,Electrical/Electronic Manufacturing,"Istanbul, Istanbul, Turkey",0
54694,Computer Software,"Ankara, Turkey",0
63730,Banking,"Istanbul, Turkey",0
151,Information Technology and Services,"Beylikduzu, Istanbul, Turkey",0
11685,E-Learning,"Istanbul, Turkey",0
57128,Information Technology and Services,"Eskişehir, Turkey",0
48776,Aviation & Aerospace,"Ankara, Ankara, Turkey",0
63255,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
64671,Sports,"Istanbul, Istanbul, Turkey",1
4379,Mechanical or Industrial Engineering,"Ankara, Ankara, Turkey",1
23659,Computer Software,"Adana, Turkey",1
33231,Information Technology and Services,"Istanbul, Turkey",0
63253,Computer Software,"Istanbul, Istanbul, Turkey",0
8750,Computer Games,"Ankara, Turkey",0
42420,Automotive,"Kocaeli, Turkey",0
53861,Automotive,"Pendik, Istanbul, Turkey",0
41914,Internet,"Umraniye, Istanbul, Turkey",1
60388,Defense & Space,"Ankara, Turkey",0
60232,Defense & Space,"Ankara, Turkey",0
60498,Defense & Space,"Ankara, Ankara, Turkey",1
19542,,Turkey,0
39622,Computer Software,"Istanbul, Istanbul, Turkey",0
35238,Computer Software,Turkey,0
12489,Computer Software,"Eskişehir, Turkey",0
2426,Machinery,"Atasehir, Istanbul, Turkey",0
38931,Computer Software,"Istanbul, Istanbul, Turkey",1
4499,Information Technology and Services,"Istanbul, Istanbul, Turkey",0
63490,Banking,Turkey,0
22638,Computer Software,"Ankara, Ankara, Turkey",0
56232,Information Technology and Services,"Umraniye, Istanbul, Turkey",0
44319,Computer Software,"Istanbul, Istanbul, Turkey",0
29621,Computer Software,Turkey,0
55541,Information Technology and Services,"Istanbul, Turkey",0
6571,Program Development,"Kocaeli, Turkey",1
22996,Defense & Space,"Ankara, Turkey",1
64726,"Leisure, Travel & Tourism","Istanbul, Turkey",1
49922,Market Research,"Istanbul, Istanbul, Turkey",0
45497,Logistics and Supply Chain,Turkey,0
50793,Information Technology and Services,Turkey,1
3339,Aviation & Aerospace,"Istanbul, Turkey",1
19087,Computer Software,"Istanbul, Turkey",1
56819,Computer Software,"Ankara, Ankara, Turkey",1
33853,Computer Software,"Istanbul, Turkey",1
3399,Information Technology and Services,"Istanbul, Turkey",0
21254,Textiles,"Istanbul, Turkey",0
34727,Information Technology and Services,"Istanbul, Turkey",0
19190,Computer Software,"Istanbul, Turkey",1
18463,Computer Games,"Istanbul, Turkey",1
61246,Computer Software,"Ankara, Turkey",0
46825,Marketing and Advertising,Turkey,0
23512,Information Technology and Services,Turkey,0
30785,Computer Software,"Istanbul, Turkey",1
